Id,Label,timeset,latitude,longitude,indegree,outdegree,Degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
ACZ,ACZ,,31.098301,61.5439,1,1,2,0,0,9,0.229664,0.239836,0,4,0.000073
ZBR,ZBR,,25.4433,60.382099,6,5,11,0.6,9,8,0.288993,0.305967,327.593991,4,0.000199
ZAH,ZAH,,29.4757,60.9062,7,7,14,0.571429,12,8,0.288834,0.305755,881.479929,4,0.000242
AMM,AMM,,31.722601,35.993198,55,54,109,0.389226,578,8,0.345175,0.378058,7720.679378,4,0.001021
AQJ,AQJ,,29.611601,35.018101,2,2,4,1,1,8,0.282966,0.300461,0,4,0.00008
KWI,KWI,,29.226601,47.968899,55,55,110,0.325974,502,8,0.332313,0.364344,5602.265782,4,0.001134
BEY,BEY,,33.8209,35.4884,43,44,87,0.421776,399,8,0.323635,0.353252,1812.994052,4,0.000807
AUH,AUH,,24.433001,54.6511,87,85,172,0.264629,1013,7,0.374851,0.412345,47197.460197,4,0.001749
AZI,AZI,,24.428301,54.458099,3,3,6,0.333333,1,8,0.287751,0.303399,3147,4,0.000207
DXB,DXB,,25.2528,55.364399,178,184,362,0.13685,2304,7,0.403797,0.450753,300412.581422,4,0.0038
FJR,FJR,,25.1122,56.324001,1,1,2,0,0,9,0.223468,0.230691,0,4,0.000106
SHJ,SHJ,,25.3286,55.5172,76,76,152,0.148185,445,8,0.301619,0.336658,8552.962632,4,0.001651
KHS,KHS,,26.171,56.240601,1,1,2,0,0,9,0.246689,0.258591,0,4,0.000066
MCT,MCT,,23.5933,58.284401,51,52,103,0.352685,486,8,0.327439,0.358043,9520.978268,4,0.00115
SLL,SLL,,17.0387,54.091301,5,5,10,0.9,9,8,0.289818,0.307147,1.141006,4,0.000141
LYP,LYP,,31.365,72.994797,1,1,2,0,0,8,0.245995,0.256676,0,4,0.000069
GWD,GWD,,25.233299,62.329498,3,3,6,1,3,8,0.251357,0.26409,0,4,0.000117
GIL,GIL,,35.9188,74.333603,1,1,2,0,0,8,0.250179,0.261428,0,4,0.000066
KHI,KHI,,24.9065,67.160797,36,35,71,0.338095,213,7,0.326218,0.353134,19839.919954,4,0.000942
LHE,LHE,,31.521601,74.403603,30,30,60,0.450758,238,7,0.334005,0.361654,8952.274567,4,0.000699
MJD,MJD,,27.335199,68.143097,2,2,4,1,1,8,0.246014,0.256835,0,4,0.0001
MUX,MUX,,30.203199,71.419098,8,8,16,0.857143,24,8,0.291293,0.309307,128.012999,4,0.000208
PJG,PJG,,26.9545,64.1325,1,1,2,0,0,8,0.245995,0.256676,0,4,0.000069
PEW,PEW,,33.9939,71.514603,16,16,32,0.533333,64,8,0.296394,0.316921,5575.778363,4,0.00042
UET,UET,,30.2514,66.937798,8,8,16,0.5,14,8,0.259394,0.276067,3030.111224,4,0.000256
RYK,RYK,,28.3839,70.279602,3,3,6,1,3,8,0.275007,0.288909,0,4,0.000104
ISB,ISB,,33.616699,73.099197,36,36,72,0.325826,217,7,0.333616,0.362305,16046.096505,4,0.000834
SKZ,SKZ,,27.722,68.791702,4,5,9,0.7,7,8,0.254569,0.267575,37.32407,4,0.000178
PZH,PZH,,31.3584,69.4636,2,2,4,0,0,9,0.206034,0.214184,2.390173,4,0.000127
BSR,BSR,,30.549101,47.662102,6,6,12,0.8,12,8,0.296506,0.315347,1.60801,4,0.000148
ROP,ROP,,14.1743,145.242996,2,2,4,1,1,9,0.230995,0.240648,0,10,0.000093
SPN,SPN,,15.119,145.729004,9,10,19,0.688889,31,8,0.293547,0.313271,1588.440993,10,0.000251
GUM,GUM,,13.4834,144.796005,19,19,38,0.438596,75,8,0.294398,0.314505,10440.791767,10,0.00054
MAJ,MAJ,,7.06476,171.272003,4,4,8,0.166667,1,9,0.256268,0.268369,6356.894443,8,0.000253
KWA,KWA,,8.72012,167.731995,3,3,6,0.333333,1,10,0.204084,0.210457,2948.630615,8,0.00026
CXI,CXI,,1.98616,-157.350006,2,2,4,1,1,9,0.258393,0.270725,0,8,0.000109
TKK,TKK,,7.46187,151.843002,2,2,4,0,0,9,0.227555,0.236538,3345.937557,8,0.000147
PNI,PNI,,6.9851,158.209,3,3,6,0.333333,1,10,0.185493,0.190779,480.279124,8,0.000267
ROR,ROR,,7.36765,134.544006,6,6,12,0.733333,11,8,0.286703,0.304239,1073.490573,10,0.000195
KSA,KSA,,5.35698,162.957993,2,2,4,1,1,11,0.170033,0.173888,0,8,0.000197
YAP,YAP,,9.49891,138.082993,2,2,4,1,1,9,0.227473,0.236326,0,10,0.000099
KNH,KNH,,24.4279,118.359001,4,4,8,0.5,3,9,0.231829,0.243745,0.482634,10,0.000127
TTT,TTT,,22.754999,121.101997,1,1,2,0,0,9,0.216804,0.226038,0,10,0.000067
KHH,KHH,,22.577101,120.349998,37,37,74,0.557057,371,8,0.300582,0.326809,6117.434476,10,0.000703
RMQ,RMQ,,24.2647,120.621002,23,23,46,0.44664,113,8,0.283783,0.305294,1641.530067,10,0.000464
TNN,TNN,,22.950399,120.206001,1,1,2,0,0,8,0.276019,0.291343,0,10,0.000065
MZG,MZG,,23.568701,119.627998,4,4,8,0.5,3,9,0.231829,0.243745,0.482634,10,0.000127
TSA,TSA,,25.069401,121.552002,19,19,38,0.385965,66,8,0.276796,0.297674,4097.041667,10,0.000435
TPE,TPE,,25.0777,121.233002,101,102,203,0.264415,1362,7,0.361631,0.39822,44496.608244,10,0.002008
HUN,HUN,,24.0231,121.617996,4,4,8,0.333333,2,9,0.232479,0.245201,0.664452,10,0.000115
NRT,NRT,,35.764702,140.386002,102,102,204,0.234913,1234,7,0.385926,0.425869,181285.462198,10,0.002208
MMJ,MMJ,,36.166801,137.923004,2,2,4,1,1,9,0.244657,0.255688,0,10,0.000089
IBR,IBR,,36.181099,140.414993,5,5,10,0.7,7,8,0.273193,0.289716,22.439375,10,0.00015
SHM,SHM,,33.662201,135.363998,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
OBO,OBO,,42.733299,143.216995,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
CTS,CTS,,42.7752,141.692001,35,36,71,0.273016,172,8,0.300582,0.324517,7375.500018,10,0.000933
HKD,HKD,,41.77,140.822006,6,6,12,0.733333,11,8,0.270749,0.286469,2.105816,10,0.000176
MMB,MMB,,43.8806,144.164002,3,3,6,1,3,9,0.260036,0.27333,0,10,0.000116
SHB,SHB,,43.577499,144.960007,2,2,4,1,1,9,0.25761,0.270095,0,10,0.000097
WKJ,WKJ,,45.404202,141.800995,2,2,4,1,1,9,0.25761,0.270095,0,10,0.000097
IKI,IKI,,33.749001,129.785004,1,1,2,0,0,9,0.220217,0.228734,0,10,0.000075
UBJ,UBJ,,33.93,131.279007,2,2,4,1,1,8,0.278535,0.294442,0,10,0.000092
TSJ,TSJ,,34.284901,129.330994,2,2,4,0,0,9,0.24371,0.25429,0.339869,10,0.000095
MBE,MBE,,44.303902,143.404007,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
AKJ,AKJ,,43.670799,142.447006,3,3,6,1,3,8,0.269014,0.283816,0,10,0.000111
FUJ,FUJ,,32.666302,128.832993,2,2,4,0,0,9,0.24371,0.25429,0.339869,10,0.000095
FUK,FUK,,33.585899,130.451004,36,36,72,0.385714,243,8,0.322046,0.347946,11497.970619,10,0.000846
KOJ,KOJ,,31.8034,130.718994,11,11,22,0.690909,38,8,0.289578,0.309031,153.733887,10,0.00027
KMI,KMI,,31.877199,131.449005,7,7,14,0.857143,18,8,0.279549,0.29693,4.864553,10,0.000194
OIT,OIT,,33.479401,131.736999,5,5,10,0.7,7,8,0.284887,0.30156,3.583774,10,0.000155
KKJ,KKJ,,33.845901,131.035004,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
KMJ,KMJ,,32.837299,130.854996,6,6,12,0.533333,8,8,0.278806,0.295448,627.289343,10,0.000191
NGS,NGS,,32.916901,129.914002,11,11,22,0.309091,17,8,0.282382,0.301276,3935.844291,10,0.000362
ASJ,ASJ,,28.430599,129.712997,2,2,4,1,1,9,0.257274,0.269523,0,10,0.0001
KMQ,KMQ,,36.3946,136.406998,9,9,18,0.916667,33,8,0.287305,0.306156,3.865231,10,0.000227
TOY,TOY,,36.6483,137.188004,6,6,12,0.8,12,8,0.282104,0.300519,6.298615,10,0.000163
HIJ,HIJ,,34.4361,132.919006,9,9,18,0.805556,29,8,0.287489,0.306526,8.891453,10,0.000222
OKJ,OKJ,,34.756901,133.854996,8,8,16,0.714286,20,8,0.282763,0.301371,16.934725,10,0.000209
IZO,IZO,,35.413601,132.889999,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
YGJ,YGJ,,35.492199,133.235992,6,6,12,0.8,12,8,0.28499,0.301878,64.829106,10,0.000178
KCZ,KCZ,,33.546101,133.669006,3,3,6,0.333333,1,9,0.257316,0.269735,115.00573,10,0.000133
MYJ,MYJ,,33.827202,132.699997,8,8,16,0.75,21,8,0.287095,0.305626,10.454265,10,0.00021
ITM,ITM,,34.7855,135.438004,22,22,44,0.194805,45,8,0.280871,0.299114,1141.327024,10,0.000659
TTJ,TTJ,,35.530102,134.167007,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
TKS,TKS,,34.132801,134.606995,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
TAK,TAK,,34.214199,134.016007,6,6,12,0.866667,13,8,0.287095,0.305415,2.684959,10,0.000165
AOJ,AOJ,,40.734699,140.690994,5,5,10,0.5,5,8,0.278757,0.295236,586.227593,10,0.000173
GAJ,GAJ,,38.4119,140.371002,3,3,6,0.333333,1,9,0.257316,0.269735,115.00573,10,0.000133
HNA,HNA,,39.4286,141.134995,4,4,8,0.5,3,9,0.244904,0.256562,46.48306,10,0.000148
AXT,AXT,,39.615601,140.218994,5,5,10,0.8,8,8,0.278732,0.295183,3.034755,10,0.000159
MSJ,MSJ,,40.703201,141.367996,2,2,4,1,1,9,0.257274,0.269523,0,10,0.0001
SDJ,SDJ,,38.139702,140.917007,15,14,29,0.666667,70,8,0.290459,0.309465,198.430743,10,0.000356
HAC,HAC,,33.115002,139.785996,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
OIM,OIM,,34.782001,139.360001,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
HND,HND,,35.552299,139.779999,73,72,145,0.121385,319,8,0.346086,0.378464,82029.023668,10,0.002353
KWJ,KWJ,,35.1264,126.808998,2,2,4,1,1,9,0.228132,0.238493,0,10,0.000095
RSU,RSU,,34.8423,127.616997,2,2,4,1,1,9,0.228132,0.238493,0,10,0.000095
CJU,CJU,,33.511299,126.492996,33,33,66,0.333333,176,8,0.294701,0.318026,18722.342411,10,0.000824
PUS,PUS,,35.179501,128.938004,36,36,72,0.455556,287,8,0.300554,0.327074,701.816762,10,0.000738
USN,USN,,35.593498,129.352005,2,2,4,1,1,9,0.228132,0.238493,0,10,0.000095
GMP,GMP,,37.5583,126.791,13,13,26,0.269231,21,8,0.283068,0.3035,3482.780894,10,0.000403
KPO,KPO,,35.9879,129.419998,2,2,4,1,1,9,0.228132,0.238493,0,10,0.000095
TAE,TAE,,35.8941,128.658997,4,4,8,1,6,8,0.286755,0.305416,0,10,0.000119
OKA,OKA,,26.195801,127.646004,31,31,62,0.352688,164,8,0.29495,0.318291,4080.630681,10,0.000752
ISG,ISG,,24.3445,124.186997,7,7,14,0.761905,16,8,0.270772,0.286654,35.886935,10,0.000203
UEO,UEO,,26.363501,126.713997,1,1,2,0,0,9,0.227786,0.237672,0,10,0.000068
MMY,MMY,,24.782801,125.294998,3,3,6,1,3,9,0.257463,0.269974,0,10,0.00012
MNL,MNL,,14.5086,121.019997,77,77,154,0.155161,454,8,0.340251,0.373973,103989.275919,10,0.002638
CBO,CBO,,7.16524,124.209999,1,1,2,0,0,9,0.253891,0.266416,0,10,0.000076
CGY,CGY,,8.41562,124.611,5,5,10,0.9,9,9,0.254035,0.26721,0.25,10,0.000212
PAG,PAG,,7.830731,123.46118,2,2,4,1,1,9,0.253973,0.266734,0,10,0.00011
GES,GES,,6.058,125.096001,3,3,6,1,3,9,0.253994,0.266893,0,10,0.000141
ZAM,ZAM,,6.92242,122.059998,4,4,8,0.5,3,9,0.254035,0.267104,3147,10,0.000224
SJI,SJI,,12.3615,121.046997,1,1,2,0,0,9,0.253891,0.266416,0,10,0.000076
TAC,TAC,,11.2276,125.028,2,2,4,1,1,9,0.253973,0.266734,0,10,0.00011
BCD,BCD,,10.7764,123.014999,4,4,8,1,6,9,0.254014,0.267051,0,10,0.000179
DGT,DGT,,9.33371,123.300003,2,2,4,1,1,9,0.253973,0.266734,0,10,0.00011
MPH,MPH,,11.9245,121.954002,2,2,4,1,1,9,0.253973,0.266734,0,10,0.00011
ILO,ILO,,10.833017,122.493358,8,8,16,0.607143,17,8,0.280721,0.298934,259.471941,10,0.000291
KLO,KLO,,11.6794,122.376,8,8,16,0.75,21,8,0.287095,0.306385,5.797043,10,0.000226
PPS,PPS,,9.74212,118.759003,5,5,10,0.7,7,9,0.254672,0.268444,6.050469,10,0.0002
PRA,PRA,,-31.7948,-60.4804,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
ROS,ROS,,-32.9036,-60.785,5,5,10,0.6,6,8,0.265162,0.280749,1235.190352,5,0.000233
SFN,SFN,,-31.7117,-60.8117,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
AEP,AEP,,-34.5592,-58.4156,39,40,79,0.062195,51,8,0.270354,0.29148,69967.508467,5,0.002317
COR,COR,,-31.323601,-64.208,11,11,22,0.436364,24,8,0.272342,0.290548,3656.844152,5,0.000444
MDZ,MDZ,,-32.831699,-68.7929,8,7,15,0.428571,12,8,0.257568,0.271935,2002.754155,5,0.000378
AFA,AFA,,-34.588299,-68.4039,2,2,4,0.666667,2,9,0.212861,0.222163,0.5,5,0.000232
CTC,CTC,,-28.5956,-65.751701,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
SDE,SDE,,-27.765556,-64.309998,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
IRJ,IRJ,,-29.381599,-66.795799,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
TUC,TUC,,-26.8409,-65.104897,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
UAQ,UAQ,,-31.571501,-68.418198,1,2,3,1,1,9,0.212904,0.222126,0,5,0.000135
LUQ,LUQ,,-33.273201,-66.3564,2,1,3,1,1,9,0.212847,0.222004,0,5,0.000161
RES,RES,,-27.45,-59.0561,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
FMA,FMA,,-26.2127,-58.2281,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
IGR,IGR,,-25.737301,-54.4734,3,3,6,0.333333,1,9,0.250338,0.264104,182.245069,5,0.000164
PSS,PSS,,-27.3858,-55.9707,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
SLA,SLA,,-24.856001,-65.486198,4,4,8,0.666667,4,9,0.215013,0.225262,0.666667,5,0.000216
JUJ,JUJ,,-24.392799,-65.097801,2,2,4,1,1,9,0.214983,0.224944,0,5,0.00013
CRD,CRD,,-45.7853,-67.4655,5,3,8,0.7,7,9,0.212947,0.222602,1.333333,5,0.000282
EQS,EQS,,-42.908001,-71.139503,3,3,6,1,6,9,0.212933,0.222444,0,5,0.000229
REL,REL,,-43.2105,-65.2703,5,6,11,0.428571,9,9,0.250418,0.264739,1697.100798,5,0.000374
VDM,VDM,,-40.8692,-63.0004,1,1,2,1,1,9,0.212904,0.222126,0,5,0.000141
PMY,PMY,,-42.7592,-65.1027,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
BHI,BHI,,-38.725,-62.1693,3,3,6,0.666667,2,9,0.212918,0.222285,0.650314,5,0.000206
MDQ,MDQ,,-37.9342,-57.5733,2,2,4,1,1,9,0.212847,0.222004,0,5,0.000154
NQN,NQN,,-38.949001,-68.155701,3,3,6,0.666667,2,9,0.212918,0.222285,0.333333,5,0.000183
RSA,RSA,,-36.588299,-64.275703,1,1,2,1,1,9,0.212847,0.222004,0,5,0.000161
BRC,BRC,,-41.151199,-71.157501,6,6,12,0.571429,12,9,0.250418,0.264739,772.862907,5,0.000335
CPC,CPC,,-40.075401,-71.137299,1,1,2,0,0,9,0.212832,0.221845,0,5,0.000095
CDJ,CDJ,,-8.34835,-49.301498,1,1,2,0,0,11,0.161312,0.165542,3147,5,0.000281
AQA,AQA,,-21.812,-48.132999,1,1,2,0,0,9,0.213409,0.224249,0,5,0.000078
AJU,AJU,,-10.984,-37.070301,8,8,16,0.857143,24,8,0.26543,0.281348,19.141293,5,0.000264
AFL,AFL,,-9.866389,-56.105,1,1,2,0,0,9,0.209923,0.217819,0,5,0.000087
ARU,ARU,,-21.1413,-50.424702,2,2,4,0,0,8,0.264671,0.279214,17.991362,5,0.000101
BEL,BEL,,-1.37925,-48.476299,17,17,34,0.235294,36,8,0.276334,0.296494,23370.139773,5,0.00079
PLU,PLU,,-19.8512,-43.9506,11,12,23,0.136364,9,8,0.265028,0.28112,12026.900814,5,0.000585
BSB,BSB,,-15.869167,-47.920834,45,44,89,0.210101,208,8,0.311498,0.341081,57864.379908,5,0.001522
BVB,BVB,,2.841389,-60.692223,1,1,2,0,0,9,0.21664,0.225962,0,5,0.00009
CAC,CAC,,-25.000299,-53.500801,3,3,6,0.666667,2,8,0.26476,0.279532,17.991362,5,0.000131
CNF,CNF,,-19.624443,-43.971943,33,33,66,0.258824,154,8,0.286834,0.312757,13133.784861,5,0.001174
CGR,CGR,,-20.4687,-54.672501,10,10,20,0.533333,24,8,0.265475,0.281665,3191.913907,5,0.000389
XAP,XAP,,-27.134199,-52.656601,4,4,8,1,6,9,0.223738,0.236525,0,5,0.00017
CCM,CCM,,-28.724443,-49.421391,2,2,4,1,1,9,0.218338,0.229449,0,5,0.00011
CAW,CAW,,-21.698299,-41.301701,3,3,6,0.666667,2,9,0.210077,0.21839,0.333333,5,0.000149
CMG,CMG,,-19.011944,-57.671391,1,1,2,0,0,9,0.209797,0.217369,0,5,0.00008
CWB,CWB,,-25.5285,-49.1758,24,23,47,0.34058,94,8,0.276577,0.29858,9897.327283,5,0.000833
CXJ,CXJ,,-29.1971,-51.1875,3,3,6,0.666667,2,9,0.223104,0.235154,0.174679,5,0.000137
CGB,CGB,,-15.6529,-56.116699,18,18,36,0.24183,37,8,0.265676,0.282989,16157.208969,5,0.000832
CZS,CZS,,-7.59991,-72.769501,1,1,2,0,0,10,0.191986,0.198284,0,5,0.000108
PPB,PPB,,-22.1751,-51.424599,2,2,4,0,0,9,0.213438,0.224461,0.174679,5,0.000108
MAO,MAO,,-3.03861,-60.049702,18,18,36,0.202614,31,8,0.276528,0.297494,38579.403489,5,0.000913
IGU,IGU,,-25.600279,-54.485001,7,7,14,0.714286,15,8,0.266373,0.282798,144.266549,5,0.000244
FLN,FLN,,-27.670279,-48.552502,12,12,24,0.469697,31,8,0.266441,0.283995,5210.608772,5,0.000448
FEN,FEN,,-3.85493,-32.423302,2,2,4,1,1,9,0.234768,0.244495,0,5,0.000099
FOR,FOR,,-3.77628,-38.5326,18,18,36,0.457516,70,8,0.290165,0.310798,1295.567643,5,0.000538
GIG,GIG,,-22.809999,-43.250557,50,49,99,0.281633,345,8,0.339517,0.372926,60755.770904,5,0.001328
GYN,GYN,,-16.632,-49.220699,11,11,22,0.672727,37,8,0.265542,0.28193,259.768692,5,0.000382
GRU,GRU,,-23.435556,-46.473057,89,91,180,0.167521,686,7,0.358992,0.397568,205154.163872,5,0.002462
ATM,ATM,,-3.25391,-52.254002,2,3,5,0.666667,2,9,0.216596,0.225994,984.257869,5,0.000223
ITB,ITB,,-4.24234,-56.000702,1,1,2,0,0,10,0.178559,0.184122,0,5,0.000112
IOS,IOS,,-14.816,-39.033199,7,7,14,0.857143,18,8,0.26543,0.281242,30.873108,5,0.000246
IPN,IPN,,-19.470699,-42.487598,3,3,6,0.666667,2,8,0.264716,0.279362,2.644505,5,0.00014
IMP,IMP,,-5.53129,-47.459999,5,4,9,0.8,8,9,0.238485,0.251865,16.256306,5,0.000221
JPA,JPA,,-7.145833,-34.948612,6,6,12,0.933333,14,8,0.265385,0.280977,17.991362,5,0.000207
JOI,JOI,,-26.224501,-48.797401,4,4,8,0.5,3,8,0.264872,0.279876,30.873108,5,0.000161
CPV,CPV,,-7.26992,-35.8964,2,2,4,1,3,9,0.239137,0.250468,0,5,0.000138
VCP,VCP,,-23.007401,-47.134499,51,51,102,0.108235,138,8,0.271286,0.296884,28715.941567,5,0.001875
LDB,LDB,,-23.333599,-51.1301,7,7,14,0.761905,16,8,0.265139,0.280829,37.973108,5,0.000262
LAZ,LAZ,,-13.2621,-43.4081,1,1,2,1,1,9,0.237477,0.247604,0,5,0.000132
MAB,MAB,,-5.36859,-49.138,4,8,12,0.25,7,9,0.237998,0.251388,14123.075424,5,0.000466
MGF,MGF,,-23.479444,-52.012222,8,8,16,0.75,21,8,0.265184,0.28104,40.242949,5,0.000295
MOC,MOC,,-16.7069,-43.818901,2,2,4,0,0,9,0.223073,0.234449,2.644505,5,0.000117
MCZ,MCZ,,-9.51081,-35.791698,7,7,14,0.952381,20,8,0.265363,0.281083,17.991362,5,0.000234
MCP,MCP,,0.050664,-51.072201,1,1,2,0,0,9,0.216521,0.225517,0,5,0.000085
NVT,NVT,,-26.879999,-48.651402,5,5,10,0.7,7,8,0.264894,0.280035,30.873108,5,0.000184
GEL,GEL,,-28.2817,-54.169102,2,2,4,0.666667,2,9,0.222662,0.233661,1,5,0.0002
NAT,NAT,,-5.768056,-35.376111,9,10,19,0.8,36,8,0.276286,0.29487,574.26818,5,0.000318
POA,POA,,-29.9944,-51.171398,25,27,52,0.267196,101,8,0.286338,0.311221,22122.431383,5,0.00101
PFB,PFB,,-28.243999,-52.326599,4,4,8,0.5,3,8,0.264894,0.279929,438.543852,5,0.00018
PET,PET,,-31.718399,-52.327702,1,1,2,0,0,9,0.222615,0.23329,0,5,0.000078
PNZ,PNZ,,-9.36241,-40.569099,4,4,8,0.8,8,9,0.244239,0.257376,11.267089,5,0.000197
PVH,PVH,,-8.70929,-63.902302,4,4,8,0.5,3,9,0.238142,0.251166,37.344913,5,0.000219
RBR,RBR,,-9.868889,-67.898056,3,3,6,0.333333,1,9,0.237585,0.249837,3147,5,0.000214
REC,REC,,-8.12649,-34.923599,18,18,36,0.48366,74,8,0.306733,0.32936,4719.894248,5,0.000524
SDU,SDU,,-22.9105,-43.163101,18,18,36,0.398693,61,8,0.265856,0.283386,5320.023946,5,0.000631
RAO,RAO,,-21.136389,-47.776669,12,12,24,0.666667,44,8,0.265564,0.282089,63.323999,5,0.000403
SJK,SJK,,-23.2292,-45.8615,2,2,4,0,0,9,0.210203,0.218682,1.3,5,0.000118
SLZ,SLZ,,-2.58536,-44.2341,8,8,16,0.75,21,8,0.265341,0.281003,123.246632,5,0.00028
CGH,CGH,,-23.62611,-46.656387,26,26,52,0.230769,75,9,0.255519,0.273835,2827.381195,5,0.000895
SJP,SJP,,-20.816601,-49.406502,6,6,12,0.733333,11,8,0.265318,0.280871,31.623108,5,0.000227
SSA,SSA,,-12.908611,-38.322498,29,29,58,0.264368,115,8,0.311375,0.335686,21584.19009,5,0.00101
TMT,TMT,,-1.4896,-56.396801,1,1,2,0,0,10,0.178559,0.184122,0,5,0.000112
THE,THE,,-5.05994,-42.823502,6,6,12,0.8,12,8,0.265296,0.280765,20.130882,5,0.00021
TFF,TFF,,-3.38294,-64.724098,5,5,10,0,0,9,0.21676,0.226809,12582,5,0.000595
TBT,TBT,,-4.25567,-69.935799,1,1,2,0,0,9,0.21664,0.225962,0,5,0.00009
TUR,TUR,,-3.78601,-49.720299,1,1,2,1,1,9,0.216625,0.225904,0,5,0.000134
SJL,SJL,,-0.14835,-66.9855,1,1,2,0,0,10,0.178155,0.183503,0,5,0.000148
PAV,PAV,,-9.40088,-38.250599,1,1,2,0,0,9,0.237459,0.247445,0,5,0.000076
URG,URG,,-29.7822,-57.0382,1,1,2,0,0,10,0.182123,0.187962,0,5,0.000112
UDI,UDI,,-18.883612,-48.225277,9,9,18,0.666667,24,8,0.26543,0.281453,57.2645,5,0.000322
UBA,UBA,,-19.764723,-47.96611,4,4,8,0.833333,5,8,0.264894,0.279892,17.991362,5,0.00016
BVH,BVH,,-12.6944,-60.098301,1,1,2,0,0,9,0.209923,0.217819,0,5,0.000087
VIX,VIX,,-20.258057,-40.286388,9,9,18,0.694444,25,8,0.265475,0.281559,1802.619302,5,0.000311
ARI,ARI,,-18.348499,-70.338699,3,4,7,0.666667,4,8,0.252426,0.264751,99.470207,5,0.000197
BBA,BBA,,-45.9161,-71.689499,2,2,4,1,1,8,0.2519,0.263539,0,5,0.000135
CJC,CJC,,-22.498199,-68.903603,4,4,8,0.833333,5,8,0.251921,0.263804,0.333333,5,0.000206
IQQ,IQQ,,-20.5352,-70.181297,5,5,10,0.5,5,8,0.252446,0.26491,115.416907,5,0.000229
SCL,SCL,,-33.393002,-70.785797,38,39,77,0.235897,184,7,0.336612,0.366056,72475.354576,5,0.001381
ANF,ANF,,-23.4445,-70.445099,6,5,11,0.466667,7,8,0.258435,0.271257,69.475973,5,0.000275
CCP,CCP,,-36.772701,-73.063103,4,4,8,0.5,3,8,0.251941,0.263856,2.5,5,0.000241
IPC,IPC,,-27.164801,-109.421997,2,2,4,0,0,8,0.2578,0.269734,547.115275,8,0.000127
ZOS,ZOS,,-40.611198,-73.060997,1,1,2,1,1,8,0.25188,0.263486,0,5,0.000128
LSC,LSC,,-29.916201,-71.199501,4,4,8,0.833333,5,8,0.251921,0.263804,0.333333,5,0.000206
ZCO,ZCO,,-38.7668,-72.6371,2,2,4,1,1,8,0.25188,0.263486,0,5,0.000128
PMC,PMC,,-41.4389,-73.094002,4,4,8,0.333333,2,8,0.251941,0.263856,3147.5,5,0.000275
ZAL,ZAL,,-39.650002,-73.086098,2,2,4,0.666667,2,8,0.2519,0.263645,0.5,5,0.000182
OCC,OCC,,-0.462886,-76.986801,2,2,4,0,0,9,0.240122,0.251929,12.966367,9,0.000136
CUE,CUE,,-2.88947,-78.984398,2,2,4,1,1,9,0.240912,0.253099,0,9,0.000109
GPS,GPS,,-0.453758,-90.2659,1,1,2,0,0,9,0.236834,0.246973,0,9,0.000078
GYE,GYE,,-2.15742,-79.883598,18,19,37,0.391813,67,8,0.310301,0.334469,13647.92006,9,0.000686
LTX,LTX,,-0.906833,-78.615799,2,2,4,0,0,9,0.23687,0.247185,3.31286,9,0.000136
XMS,XMS,,-2.29917,-78.120796,1,0,1,0,0,9,0.240085,0.251717,0,9,0.000079
MEC,MEC,,-0.946078,-80.678802,1,1,2,0,0,9,0.240085,0.251717,0,9,0.000079
UIO,UIO,,-0.129167,-78.3575,22,22,44,0.333333,92,8,0.315906,0.344142,21068.985365,9,0.000883
ETR,ETR,,-3.441986,-79.996957,1,1,2,0,0,9,0.240085,0.251717,0,9,0.000079
TUA,TUA,,0.809506,-77.708099,1,0,1,0,0,9,0.240085,0.251717,0,9,0.000079
ASU,ASU,,-25.24,-57.52,10,10,20,0.666667,30,8,0.279623,0.299167,563.717808,5,0.000339
AXM,AXM,,4.45278,-75.7664,2,2,4,1,1,8,0.262552,0.278217,0,9,0.0001
PUU,PUU,,0.505228,-76.5008,3,3,6,0.333333,1,8,0.249841,0.26381,3147,9,0.000204
BGA,BGA,,7.1265,-73.1848,3,3,6,1,3,8,0.258287,0.272617,0,9,0.000129
BOG,BOG,,4.70159,-74.1469,74,74,148,0.14365,388,7,0.332805,0.368635,121672.638706,9,0.003021
